"Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2024",,,,,,,,,,,
Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result,Column1,,,
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,50th Percentile,2022Q3Q4,Days,15,,,,
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,90th Percentile,2022Q3Q4,Days,32,,,,
Provincial,Saskatchewan,n/a,Bladder Cancer Surgery,Volume,2022Q3Q4,Number of cases,304,,,,
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,50th Percentile,2022Q3Q4,Days,21,,,,
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,90th Percentile,2022Q3Q4,Days,49,,,,
Provincial,Saskatchewan,n/a,Breast Cancer Surgery,Volume,2022Q3Q4,Number of cases,519,,,,
Provincial,Saskatchewan,n/a,CABG,50th Percentile,2022Q3Q4,Days,7,,,,
Provincial,Saskatchewan,n/a,CABG,90th Percentile,2022Q3Q4,Days,41,,,,
Provincial,Saskatchewan,n/a,CABG,Volume,2022Q3Q4,Number of cases,149,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,% Meeting Benchmark,2022Q3Q4,Proportion,67,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,50th Percentile,2022Q3Q4,Days,75,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,90th Percentile,2022Q3Q4,Days,228,,,,
Provincial,Saskatchewan,n/a,Cataract Surgery,Volume,2022Q3Q4,Number of cases,"5,237",,,,
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,50th Percentile,2022Q3Q4,Days,19,,,,
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,90th Percentile,2022Q3Q4,Days,41,,,,
Provincial,Saskatchewan,n/a,Colorectal Cancer Surgery,Volume,2022Q3Q4,Number of cases,186,,,,
Provincial,Saskatchewan,n/a,CT Scan,50th Percentile,2022Q3Q4,Days,21,,,,
Provincial,Saskatchewan,n/a,CT Scan,90th Percentile,2022Q3Q4,Days,97,,,,
Provincial,Saskatchewan,n/a,CT Scan,Volume,2022Q3Q4,Number of cases,"27,342",,,,
Provincial,Saskatchewan,n/a,Hip Replacement,% Meeting Benchmark,2022Q3Q4,Proportion,38,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,50th Percentile,2022Q3Q4,Days,268,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,90th Percentile,2022Q3Q4,Days,701,,,,
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2022Q3Q4,Number of cases,"1,250",,,,
Provincial,Saskatchewan,n/a,Knee Replacement,% Meeting Benchmark,2022Q3Q4,Proportion,24,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,50th Percentile,2022Q3Q4,Days,448,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,90th Percentile,2022Q3Q4,Days,809,,,,
Provincial,Saskatchewan,n/a,Knee Replacement,Volume,2022Q3Q4,Number of cases,"2,027",,,,
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,50th Percentile,2022Q3Q4,Days,19,,,,
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,90th Percentile,2022Q3Q4,Days,36,,,,
Provincial,Saskatchewan,n/a,Lung Cancer Surgery,Volume,2022Q3Q4,Number of cases,57,,,,
Provincial,Saskatchewan,n/a,MRI Scan,50th Percentile,2022Q3Q4,Days,36,,,,
Provincial,Saskatchewan,n/a,MRI Scan,90th Percentile,2022Q3Q4,Days,227,,,,
Provincial,Saskatchewan,n/a,MRI Scan,Volume,2022Q3Q4,Number of cases,"12,134",,,,
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,50th Percentile,2022Q3Q4,Days,43,,,,
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,90th Percentile,2022Q3Q4,Days,131,,,,
Provincial,Saskatchewan,n/a,Prostate Cancer Surgery,Volume,2022Q3Q4,Number of cases,128,,,,
Provincial,Saskatchewan,n/a,Radiation Therapy,% Meeting Benchmark,2022Q3Q4,Proportion,98,,,,
Provincial,Saskatchewan,n/a,Radiation Therapy,50th Percentile,2022Q3Q4,Days,8,,,,
Provincial,Saskatchewan,n/a,Radiation Therapy,90th Percentile,2022Q3Q4,Days,20,,,,
Provincial,Saskatchewan,n/a,Radiation Therapy,Volume,2022Q3Q4,Number of cases,"1,168",,,,
National,Canada,n/a,Bladder Cancer Surgery,50th Percentile,2022Q3Q4,Days,27,,,,
National,Canada,n/a,Bladder Cancer Surgery,90th Percentile,2022Q3Q4,Days,67,,,,
National,Canada,n/a,Lung Cancer Surgery,Volume,2022,Number of cases,"4,030",,,,
National,Canada,n/a,Breast Cancer Surgery,50th Percentile,2022Q3Q4,Days,22,,,,
National,Canada,n/a,Breast Cancer Surgery,90th Percentile,2022Q3Q4,Days,47,,,,
National,Canada,n/a,Lung Cancer Surgery,Volume,2022FY,Number of cases,"8,867",,,,
National,Canada,n/a,CABG,50th Percentile,2022Q3Q4,Days,9,,,,
National,Canada,n/a,CABG,90th Percentile,2022Q3Q4,Days,88,,,,
National,Canada,n/a,Lung Cancer Surgery,Volume,2022Q3Q4,Number of cases,"4,834",,,,
National,Canada,n/a,Cataract Surgery,% Meeting Benchmark,2022Q3Q4,Proportion,68,,,,
National,Canada,n/a,Cataract Surgery,50th Percentile,2022Q3Q4,Days,67,,,,
National,Canada,n/a,Cataract Surgery,90th Percentile,2022Q3Q4,Days,258,,,,
National,Canada,n/a,MRI Scan,Volume,2022,Number of cases,"583,785",,,,
National,Canada,n/a,Colorectal Cancer Surgery,50th Percentile,2022Q3Q4,Days,23,,,,
National,Canada,n/a,Colorectal Cancer Surgery,90th Percentile,2022Q3Q4,Days,50,,,,
National,Canada,n/a,MRI Scan,Volume,2022FY,Number of cases,"1,201,865",,,,
National,Canada,n/a,CT Scan,50th Percentile,2022Q3Q4,Days,15,,,,
National,Canada,n/a,CT Scan,90th Percentile,2022Q3Q4,Days,106,,,,
National,Canada,n/a,MRI Scan,Volume,2022Q3Q4,Number of cases,"613,473",,,,
National,Canada,n/a,Hip Replacement,% Meeting Benchmark,2022Q3Q4,Proportion,60,,,,
National,Canada,n/a,Hip Replacement,50th Percentile,2022Q3Q4,Days,154,,,,
National,Canada,n/a,Hip Replacement,90th Percentile,2022Q3Q4,Days,416,,,,
National,Canada,n/a,Prostate Cancer Surgery,Volume,2022,Number of cases,"3,295",,,,
National,Canada,n/a,Knee Replacement,% Meeting Benchmark,2022Q3Q4,Proportion,54,,,,
National,Canada,n/a,Knee Replacement,50th Percentile,2022Q3Q4,Days,191,,,,
National,Canada,n/a,Knee Replacement,90th Percentile,2022Q3Q4,Days,481,,,,
National,Canada,n/a,Prostate Cancer Surgery,Volume,2022FY,Number of cases,"7,111",,,,
National,Canada,n/a,Lung Cancer Surgery,50th Percentile,2022Q3Q4,Days,25,,,,
National,Canada,n/a,Lung Cancer Surgery,90th Percentile,2022Q3Q4,Days,57,,,,
National,Canada,n/a,Prostate Cancer Surgery,Volume,2022Q3Q4,Number of cases,"3,812",,,,
National,Canada,n/a,MRI Scan,50th Percentile,2022Q3Q4,Days,44,,,,
National,Canada,n/a,MRI Scan,90th Percentile,2022Q3Q4,Days,163,,,,
National,Canada,n/a,Radiation Therapy,Volume,2022,Number of cases,"47,499",,,,
National,Canada,n/a,Prostate Cancer Surgery,50th Percentile,2022Q3Q4,Days,51,,,,
National,Canada,n/a,Prostate Cancer Surgery,90th Percentile,2022Q3Q4,Days,122,,,,
National,Canada,n/a,Radiation Therapy,Volume,2022FY,Number of cases,"99,231",,,,
National,Canada,n/a,Radiation Therapy,% Meeting Benchmark,2022Q3Q4,Proportion,95,,,,
National,Canada,n/a,Radiation Therapy,50th Percentile,2022Q3Q4,Days,11,,,,
National,Canada,n/a,Radiation Therapy,90th Percentile,2022Q3Q4,Days,23,,,,
National,Canada,n/a,Radiation Therapy,Volume,2022Q3Q4,Number of cases,"51,721",,,,
Provincial,Alberta,n/a,Bladder Cancer Surgery,50th Percentile,2023,Days,34,,,,
Provincial,Alberta,n/a,Bladder Cancer Surgery,90th Percentile,2023,Days,76,,,,
Provincial,Alberta,n/a,Bladder Cancer Surgery,Volume,2023,Number of cases,"1,125",,,,
Provincial,Alberta,n/a,Breast Cancer Surgery,50th Percentile,2023,Days,22,,,,
Provincial,Alberta,n/a,Breast Cancer Surgery,90th Percentile,2023,Days,44,,,,
Provincial,Alberta,n/a,Breast Cancer Surgery,Volume,2023,Number of cases,"2,133",,,,
Provincial,Alberta,n/a,CABG,50th Percentile,2023,Days,8,,,,
Provincial,Alberta,n/a,CABG,90th Percentile,2023,Days,78,,,,
Provincial,Alberta,n/a,CABG,Volume,2023,Number of cases,501,,,,
Provincial,Alberta,n/a,Cataract Surgery,% Meeting Benchmark,2023,Proportion,61,,,,
Provincial,Alberta,n/a,Cataract Surgery,50th Percentile,2023,Days,90,,,,
Provincial,Alberta,n/a,Cataract Surgery,90th Percentile,2023,Days,244,,,,
Provincial,Alberta,n/a,Cataract Surgery,Volume,2023,Number of cases,"14,342",,,,
Provincial,Alberta,n/a,Colorectal Cancer Surgery,50th Percentile,2023,Days,26,,,,
Provincial,Alberta,n/a,Colorectal Cancer Surgery,90th Percentile,2023,Days,62,,,,
Provincial,Alberta,n/a,Colorectal Cancer Surgery,Volume,2023,Number of cases,712,,,,
Provincial,Alberta,n/a,CT Scan,50th Percentile,2023,Days,26,,,,
Provincial,Alberta,n/a,CT Scan,90th Percentile,2023,Days,93,,,,
Provincial,Alberta,n/a,CT Scan,Volume,2023,Number of cases,"82,867",,,,
Provincial,Alberta,n/a,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,86,,,,
Provincial,Alberta,n/a,Hip Fracture Repair,50th Percentile,2023,Hours,21,,,,
Provincial,Alberta,n/a,Hip Fracture Repair,90th Percentile,2023,Hours,58,,,,
Provincial,Alberta,n/a,Hip Fracture Repair,Volume,2023,Number of cases,"1,695",,,,
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,77,,,,
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,29,,,,
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,67,,,,
Provincial,Alberta,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,"1,550",,,,
Provincial,Alberta,n/a,Hip Replacement,% Meeting Benchmark,2023,Proportion,59,,,,
Provincial,Alberta,n/a,Hip Replacement,50th Percentile,2023,Days,140,,,,
Provincial,Alberta,n/a,Hip Replacement,90th Percentile,2023,Days,459,,,,
Provincial,Alberta,n/a,Hip Replacement,Volume,2023,Number of cases,"2,867",,,,
Regional,Alberta,South Zone,Hip Replacement,% Meeting Benchmark,2023,Proportion,73,,,,
Regional,Alberta,South Zone,Hip Replacement,50th Percentile,2023,Days,87,,,,
Regional,Alberta,South Zone,Hip Replacement,90th Percentile,2023,Days,479,,,,
Regional,Alberta,South Zone,Hip Replacement,Volume,2023,Number of cases,369,,,,
Regional,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2023,Proportion,61,,,,
Regional,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2023,Days,133,,,,
Regional,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2023,Days,497,,,,
Regional,Alberta,Calgary Zone,Hip Replacement,Volume,2023,Number of cases,956,,,,
Regional,Alberta,Central Zone (Alta.),Hip Replacement,% Meeting Benchmark,2023,Proportion,66,,,,
Regional,Alberta,Central Zone (Alta.),Hip Replacement,50th Percentile,2023,Days,97,,,,
Regional,Alberta,Central Zone (Alta.),Hip Replacement,90th Percentile,2023,Days,447,,,,
Regional,Alberta,Central Zone (Alta.),Hip Replacement,Volume,2023,Number of cases,248,,,,
Regional,Alberta,Edmonton Zone,Hip Replacement,% Meeting Benchmark,2023,Proportion,52,,,,
Regional,Alberta,Edmonton Zone,Hip Replacement,50th Percentile,2023,Days,175,,,,
Regional,Alberta,Edmonton Zone,Hip Replacement,90th Percentile,2023,Days,428,,,,
Regional,Alberta,Edmonton Zone,Hip Replacement,Volume,2023,Number of cases,"1,029",,,,
Regional,Alberta,North Zone (Alta.),Hip Replacement,% Meeting Benchmark,2023,Proportion,48,,,,
Regional,Alberta,North Zone (Alta.),Hip Replacement,50th Percentile,2023,Days,194,,,,
Regional,Alberta,North Zone (Alta.),Hip Replacement,90th Percentile,2023,Days,539,,,,
Regional,Alberta,North Zone (Alta.),Hip Replacement,Volume,2023,Number of cases,252,,,,
Provincial,Alberta,n/a,Knee Replacement,% Meeting Benchmark,2023,Proportion,49,,,,
Provincial,Alberta,n/a,Knee Replacement,50th Percentile,2023,Days,188,,,,
Provincial,Alberta,n/a,Knee Replacement,90th Percentile,2023,Days,540,,,,
Provincial,Alberta,n/a,Knee Replacement,Volume,2023,Number of cases,"4,306",,,,
Regional,Alberta,South Zone,Knee Replacement,% Meeting Benchmark,2023,Proportion,49,,,,
Regional,Alberta,South Zone,Knee Replacement,50th Percentile,2023,Days,186,,,,
Regional,Alberta,South Zone,Knee Replacement,90th Percentile,2023,Days,566,,,,
Regional,Alberta,South Zone,Knee Replacement,Volume,2023,Number of cases,692,,,,
Regional,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2023,Proportion,61,,,,
Regional,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2023,Days,137,,,,
Regional,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2023,Days,498,,,,
Regional,Alberta,Calgary Zone,Knee Replacement,Volume,2023,Number of cases,"1,456",,,,
Regional,Alberta,Central Zone (Alta.),Knee Replacement,% Meeting Benchmark,2023,Proportion,50,,,,
Regional,Alberta,Central Zone (Alta.),Knee Replacement,50th Percentile,2023,Days,185,,,,
Regional,Alberta,Central Zone (Alta.),Knee Replacement,90th Percentile,2023,Days,568,,,,
Regional,Alberta,Central Zone (Alta.),Knee Replacement,Volume,2023,Number of cases,391,,,,
Regional,Alberta,Edmonton Zone,Knee Replacement,% Meeting Benchmark,2023,Proportion,38,,,,
Regional,Alberta,Edmonton Zone,Knee Replacement,50th Percentile,2023,Days,233,,,,
Regional,Alberta,Edmonton Zone,Knee Replacement,90th Percentile,2023,Days,511,,,,
Regional,Alberta,Edmonton Zone,Knee Replacement,Volume,2023,Number of cases,"1,395",,,,
Regional,Alberta,North Zone (Alta.),Knee Replacement,% Meeting Benchmark,2023,Proportion,38,,,,
Regional,Alberta,North Zone (Alta.),Knee Replacement,50th Percentile,2023,Days,325,,,,
Regional,Alberta,North Zone (Alta.),Knee Replacement,90th Percentile,2023,Days,"1,238",,,,
Regional,Alberta,North Zone (Alta.),Knee Replacement,Volume,2023,Number of cases,349,,,,
Provincial,Alberta,n/a,Lung Cancer Surgery,50th Percentile,2023,Days,31,,,,
Provincial,Alberta,n/a,Lung Cancer Surgery,90th Percentile,2023,Days,65,,,,
Provincial,Alberta,n/a,Lung Cancer Surgery,Volume,2023,Number of cases,415,,,,
Provincial,Alberta,n/a,MRI Scan,50th Percentile,2023,Days,43,,,,
Provincial,Alberta,n/a,MRI Scan,90th Percentile,2023,Days,147,,,,
Provincial,Alberta,n/a,MRI Scan,Volume,2023,Number of cases,"63,589",,,,
Provincial,Alberta,n/a,Prostate Cancer Surgery,50th Percentile,2023,Days,57,,,,
Provincial,Alberta,n/a,Prostate Cancer Surgery,90th Percentile,2023,Days,150,,,,
Provincial,Alberta,n/a,Prostate Cancer Surgery,Volume,2023,Number of cases,502,,,,
Provincial,Alberta,n/a,Radiation Therapy,% Meeting Benchmark,2023,Proportion,97,,,,
Provincial,Alberta,n/a,Radiation Therapy,50th Percentile,2023,Days,10,,,,
Provincial,Alberta,n/a,Radiation Therapy,90th Percentile,2023,Days,21,,,,
Provincial,Alberta,n/a,Radiation Therapy,Volume,2023,Number of cases,"5,016",,,,
Provincial,British Columbia,n/a,Bladder Cancer Surgery,50th Percentile,2023,Days,24,,,,
Provincial,British Columbia,n/a,Bladder Cancer Surgery,90th Percentile,2023,Days,55,,,,
Provincial,British Columbia,n/a,Bladder Cancer Surgery,Volume,2023,Number of cases,"2,052",,,,
Provincial,British Columbia,n/a,Breast Cancer Surgery,50th Percentile,2023,Days,20,,,,
Provincial,British Columbia,n/a,Breast Cancer Surgery,90th Percentile,2023,Days,46,,,,
Provincial,British Columbia,n/a,Breast Cancer Surgery,Volume,2023,Number of cases,"2,313",,,,
Provincial,British Columbia,n/a,CABG,50th Percentile,2023,Days,9,,,,
Provincial,British Columbia,n/a,CABG,90th Percentile,2023,Days,78,,,,
Provincial,British Columbia,n/a,CABG,Volume,2023,Number of cases,850,,,,
Provincial,British Columbia,n/a,Cataract Surgery,% Meeting Benchmark,2023,Proportion,83,,,,
Provincial,British Columbia,n/a,Cataract Surgery,50th Percentile,2023,Days,41,,,,
Provincial,British Columbia,n/a,Cataract Surgery,90th Percentile,2023,Days,153,,,,
Provincial,British Columbia,n/a,Cataract Surgery,Volume,2023,Number of cases,"37,553",,,,
Provincial,British Columbia,n/a,Colorectal Cancer Surgery,50th Percentile,2023,Days,20,,,,
Provincial,British Columbia,n/a,Colorectal Cancer Surgery,90th Percentile,2023,Days,49,,,,
Provincial,British Columbia,n/a,Colorectal Cancer Surgery,Volume,2023,Number of cases,959,,,,
Provincial,British Columbia,n/a,CT Scan,50th Percentile,2023,Days,28,,,,
Provincial,British Columbia,n/a,CT Scan,90th Percentile,2023,Days,180,,,,
Provincial,British Columbia,n/a,CT Scan,Volume,2023,Number of cases,"156,612",,,,
Provincial,British Columbia,n/a,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,72,,,,
Provincial,British Columbia,n/a,Hip Fracture Repair,50th Percentile,2023,Hours,35,,,,
Provincial,British Columbia,n/a,Hip Fracture Repair,90th Percentile,2023,Hours,71,,,,
Provincial,British Columbia,n/a,Hip Fracture Repair,Volume,2023,Number of cases,"2,665",,,,
Provincial,British Columbia,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,n/a,,,,
Provincial,British Columbia,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,n/a,,,,
Provincial,British Columbia,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,n/a,,,,
Provincial,British Columbia,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,n/a,,,,
Provincial,British Columbia,n/a,Hip Replacement,% Meeting Benchmark,2023,Proportion,65,,,,
Provincial,British Columbia,n/a,Hip Replacement,50th Percentile,2023,Days,120,,,,
Provincial,British Columbia,n/a,Hip Replacement,90th Percentile,2023,Days,346,,,,
Provincial,British Columbia,n/a,Hip Replacement,Volume,2023,Number of cases,"3,704",,,,
Regional,British Columbia,Interior Health,Hip Replacement,% Meeting Benchmark,2023,Proportion,67,,,,
Regional,British Columbia,Interior Health,Hip Replacement,50th Percentile,2023,Days,111,,,,
Regional,British Columbia,Interior Health,Hip Replacement,90th Percentile,2023,Days,307,,,,
Regional,British Columbia,Interior Health,Hip Replacement,Volume,2023,Number of cases,942,,,,
Regional,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2023,Proportion,67,,,,
Regional,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2023,Days,126,,,,
Regional,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2023,Days,273,,,,
Regional,British Columbia,Fraser Health,Hip Replacement,Volume,2023,Number of cases,740,,,,
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,% Meeting Benchmark,2023,Proportion,64,,,,
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,50th Percentile,2023,Days,123,,,,
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,90th Percentile,2023,Days,405,,,,
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,Volume,2023,Number of cases,936,,,,
Regional,British Columbia,Island Health,Hip Replacement,% Meeting Benchmark,2023,Proportion,65,,,,
Regional,British Columbia,Island Health,Hip Replacement,50th Percentile,2023,Days,118,,,,
Regional,British Columbia,Island Health,Hip Replacement,90th Percentile,2023,Days,308,,,,
Regional,British Columbia,Island Health,Hip Replacement,Volume,2023,Number of cases,876,,,,
Regional,British Columbia,Northern Health,Hip Replacement,% Meeting Benchmark,2023,Proportion,48,,,,
Regional,British Columbia,Northern Health,Hip Replacement,50th Percentile,2023,Days,213,,,,
Regional,British Columbia,Northern Health,Hip Replacement,90th Percentile,2023,Days,819,,,,
Regional,British Columbia,Northern Health,Hip Replacement,Volume,2023,Number of cases,210,,,,
Provincial,British Columbia,n/a,Knee Replacement,% Meeting Benchmark,2023,Proportion,57,,,,
Provincial,British Columbia,n/a,Knee Replacement,50th Percentile,2023,Days,156,,,,
Provincial,British Columbia,n/a,Knee Replacement,90th Percentile,2023,Days,403,,,,
Provincial,British Columbia,n/a,Knee Replacement,Volume,2023,Number of cases,"5,560",,,,
Regional,British Columbia,Interior Health,Knee Replacement,% Meeting Benchmark,2023,Proportion,57,,,,
Regional,British Columbia,Interior Health,Knee Replacement,50th Percentile,2023,Days,154,,,,
Regional,British Columbia,Interior Health,Knee Replacement,90th Percentile,2023,Days,405,,,,
Regional,British Columbia,Interior Health,Knee Replacement,Volume,2023,Number of cases,"1,470",,,,
Regional,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2023,Proportion,57,,,,
Regional,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2023,Days,161,,,,
Regional,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2023,Days,303,,,,
Regional,British Columbia,Fraser Health,Knee Replacement,Volume,2023,Number of cases,"1,444",,,,
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,% Meeting Benchmark,2023,Proportion,58,,,,
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,50th Percentile,2023,Days,147,,,,
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,90th Percentile,2023,Days,428,,,,
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,Volume,2023,Number of cases,"1,220",,,,
Regional,British Columbia,Island Health,Knee Replacement,% Meeting Benchmark,2023,Proportion,67,,,,
Regional,British Columbia,Island Health,Knee Replacement,50th Percentile,2023,Days,137,,,,
Regional,British Columbia,Island Health,Knee Replacement,90th Percentile,2023,Days,321,,,,
Regional,British Columbia,Island Health,Knee Replacement,Volume,2023,Number of cases,"1,051",,,,
Regional,British Columbia,Northern Health,Knee Replacement,% Meeting Benchmark,2023,Proportion,33,,,,
Regional,British Columbia,Northern Health,Knee Replacement,50th Percentile,2023,Days,575,,,,
Regional,British Columbia,Northern Health,Knee Replacement,90th Percentile,2023,Days,866,,,,
Regional,British Columbia,Northern Health,Knee Replacement,Volume,2023,Number of cases,374,,,,
Provincial,British Columbia,n/a,Lung Cancer Surgery,50th Percentile,2023,Days,28,,,,
Provincial,British Columbia,n/a,Lung Cancer Surgery,90th Percentile,2023,Days,67,,,,
Provincial,British Columbia,n/a,Lung Cancer Surgery,Volume,2023,Number of cases,546,,,,
Provincial,British Columbia,n/a,MRI Scan,50th Percentile,2023,Days,72,,,,
Provincial,British Columbia,n/a,MRI Scan,90th Percentile,2023,Days,159,,,,
Provincial,British Columbia,n/a,MRI Scan,Volume,2023,Number of cases,"98,794",,,,
Provincial,British Columbia,n/a,Prostate Cancer Surgery,50th Percentile,2023,Days,40,,,,
Provincial,British Columbia,n/a,Prostate Cancer Surgery,90th Percentile,2023,Days,121,,,,
Provincial,British Columbia,n/a,Prostate Cancer Surgery,Volume,2023,Number of cases,503,,,,
Provincial,British Columbia,n/a,Radiation Therapy,% Meeting Benchmark,2023,Proportion,72,,,,
Provincial,British Columbia,n/a,Radiation Therapy,50th Percentile,2023,Days,18,,,,
Provincial,British Columbia,n/a,Radiation Therapy,90th Percentile,2023,Days,55,,,,
Provincial,British Columbia,n/a,Radiation Therapy,Volume,2023,Number of cases,"6,693",,,,
National,Canada,n/a,Bladder Cancer Surgery,50th Percentile,2023,Days,28,,,,
National,Canada,n/a,Bladder Cancer Surgery,90th Percentile,2023,Days,70,,,,
National,Canada,n/a,Bladder Cancer Surgery,Volume,2023,Number of cases,"13,692",,,,
National,Canada,n/a,Breast Cancer Surgery,50th Percentile,2023,Days,22,,,,
National,Canada,n/a,Breast Cancer Surgery,90th Percentile,2023,Days,45,,,,
National,Canada,n/a,Bladder Cancer Surgery,Volume,2023FY,Number of cases,"28,376",,,,
National,Canada,n/a,CABG,50th Percentile,2023,Days,8,,,,
National,Canada,n/a,CABG,90th Percentile,2023,Days,79,,,,
National,Canada,n/a,Bladder Cancer Surgery,Volume,2023Q3Q4,Number of cases,"14,684",,,,
National,Canada,n/a,Cataract Surgery,% Meeting Benchmark,2023,Proportion,70,,,,
National,Canada,n/a,Cataract Surgery,50th Percentile,2023,Days,66,,,,
National,Canada,n/a,Cataract Surgery,90th Percentile,2023,Days,241,,,,
National,Canada,n/a,Breast Cancer Surgery,Volume,2023,Number of cases,"17,702",,,,
National,Canada,n/a,Colorectal Cancer Surgery,50th Percentile,2023,Days,22,,,,
National,Canada,n/a,Colorectal Cancer Surgery,90th Percentile,2023,Days,50,,,,
National,Canada,n/a,Breast Cancer Surgery,Volume,2023FY,Number of cases,"36,160",,,,
National,Canada,n/a,CT Scan,50th Percentile,2023,Days,17,,,,
National,Canada,n/a,CT Scan,90th Percentile,2023,Days,117,,,,
National,Canada,n/a,Breast Cancer Surgery,Volume,2023Q3Q4,Number of cases,"18,444",,,,
National,Canada,n/a,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,81,,,,
National,Canada,n/a,Hip Fracture Repair,50th Percentile,2023,Hours,26,,,,
National,Canada,n/a,Hip Fracture Repair,90th Percentile,2023,Hours,64,,,,
National,Canada,n/a,CABG,Volume,2023,Number of cases,"8,265",,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,n/a,,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,n/a,,,,
National,Canada,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,n/a,,,,
National,Canada,n/a,CABG,Volume,2023FY,Number of cases,"17,342",,,,
National,Canada,n/a,Hip Replacement,% Meeting Benchmark,2023,Proportion,66,,,,
National,Canada,n/a,Hip Replacement,50th Percentile,2023,Days,131,,,,
National,Canada,n/a,Hip Replacement,90th Percentile,2023,Days,376,,,,
National,Canada,n/a,CABG,Volume,2023Q3Q4,Number of cases,"9,034",,,,
National,Canada,n/a,Knee Replacement,% Meeting Benchmark,2023,Proportion,59,,,,
National,Canada,n/a,Knee Replacement,50th Percentile,2023,Days,161,,,,
National,Canada,n/a,Knee Replacement,90th Percentile,2023,Days,443,,,,
National,Canada,n/a,Cataract Surgery,Volume,2023,Number of cases,"189,866",,,,
National,Canada,n/a,Lung Cancer Surgery,50th Percentile,2023,Days,26,,,,
National,Canada,n/a,Lung Cancer Surgery,90th Percentile,2023,Days,58,,,,
National,Canada,n/a,Cataract Surgery,Volume,2023FY,Number of cases,"399,919",,,,
National,Canada,n/a,MRI Scan,50th Percentile,2023,Days,47,,,,
National,Canada,n/a,MRI Scan,90th Percentile,2023,Days,163,,,,
National,Canada,n/a,Cataract Surgery,Volume,2023Q3Q4,Number of cases,"210,057",,,,
National,Canada,n/a,Prostate Cancer Surgery,50th Percentile,2023,Days,52,,,,
National,Canada,n/a,Prostate Cancer Surgery,90th Percentile,2023,Days,128,,,,
National,Canada,n/a,Colorectal Cancer Surgery,Volume,2023,Number of cases,"6,779",,,,
National,Canada,n/a,Radiation Therapy,% Meeting Benchmark,2023,Proportion,93,,,,
